Region,State,Pincode,Year,Quarter,Total_transaction_count,Total_transaction_amount
Northern Region,Chandigarh,160030,2018,Q1,7330,14108196.59861918
Northern Region,Chandigarh,160008,2018,Q2,219223,426354525.80047756
Northern Region,Chandigarh,160101,2018,Q2,38949,81225814.38714588
Northern Region,Chandigarh,160002,2018,Q2,31907,63185486.63534354
Northern Region,Chandigarh,160036,2018,Q2,26201,47887567.92420156
Northern Region,Chandigarh,160047,2018,Q2,24585,46077281.394195825
Northern Region,Chandigarh,160022,2018,Q2,24378,54816690.07463748
Northern Region,Chandigarh,160014,2018,Q2,14441,24125872.265514676
Northern Region,Chandigarh,160015,2018,Q2,12986,25510014.882471144
Northern Region,Chandigarh,160019,2018,Q2,12083,28119972.41832822
Northern Region,Chandigarh,160030,2018,Q2,11243,24007390.16346115
Northern Region,Chandigarh,160008,2018,Q3,266799,565737482.4917
Northern Region,Chandigarh,160101,2018,Q3,53316,111246556.54514843
Northern Region,Chandigarh,160002,2018,Q3,44225,90245086.61515313
Northern Region,Chandigarh,160022,2018,Q3,34777,78699635.29348363
Northern Region,Chandigarh,160036,2018,Q3,33483,76978447.3422182
Northern Region,Chandigarh,160047,2018,Q3,30570,74732534.329635
Northern Region,Chandigarh,160014,2018,Q3,19926,42831365.468974754
Northern Region,Chandigarh,160015,2018,Q3,18027,44863641.9194489
Northern Region,Chandigarh,160019,2018,Q3,16836,41569409.38325335
Northern Region,Chandigarh,160030,2018,Q3,14940,36478520.547856964
Northern Region,Chandigarh,160008,2018,Q4,396339,895353190.2196677
Northern Region,Chandigarh,160101,2018,Q4,85138,159555894.3719145
Northern Region,Chandigarh,160002,2018,Q4,61325,132815194.36630252
Northern Region,Chandigarh,160036,2018,Q4,50267,116785589.50341249
Northern Region,Chandigarh,160022,2018,Q4,45905,106072949.45696858
Northern Region,Chandigarh,160047,2018,Q4,44348,110163686.02722788
Northern Region,Chandigarh,160014,2018,Q4,29308,51286581.168882415
Northern Region,Chandigarh,160015,2018,Q4,27323,61334725.92984481
Northern Region,Chandigarh,160019,2018,Q4,22314,56223818.72098614
Northern Region,Chandigarh,160030,2018,Q4,20591,49995727.51926135
Northern Region,Chandigarh,160008,2019,Q1,574769,1069931934.1313274
Northern Region,Chandigarh,160101,2019,Q1,145641,195216162.14868194
Northern Region,Chandigarh,160002,2019,Q1,88708,159879389.94589326
Northern Region,Chandigarh,160036,2019,Q1,64777,131055127.13712463
Northern Region,Chandigarh,160022,2019,Q1,60415,123937719.9858828
Northern Region,Chandigarh,160047,2019,Q1,54281,122276420.81631088
Northern Region,Chandigarh,160014,2019,Q1,35848,64999227.392938524
Northern Region,Chandigarh,160015,2019,Q1,33699,70740802.7655864
Northern Region,Chandigarh,160019,2019,Q1,31111,62794996.09691887
Northern Region,Chandigarh,160030,2019,Q1,25421,54605920.69093012
Northern Region,Chandigarh,160008,2019,Q2,515736,1195330472.0624313
Northern Region,Chandigarh,160101,2019,Q2,122225,213026619.1436175
Northern Region,Chandigarh,160002,2019,Q2,85284,178483766.34705296
Northern Region,Chandigarh,160036,2019,Q2,76218,147024084.65837026
Northern Region,Chandigarh,160022,2019,Q2,68095,145253626.0275789
Northern Region,Chandigarh,160047,2019,Q2,65539,146481996.88499743
Northern Region,Chandigarh,160014,2019,Q2,40627,73519583.64285952
Northern Region,Chandigarh,160015,2019,Q2,36891,72651519.24702394
Northern Region,Chandigarh,160019,2019,Q2,34162,71927514.28688887
Northern Region,Chandigarh,160030,2019,Q2,27361,61132946.538075775
Northern Region,Chandigarh,160008,2019,Q3,463581,1411083644.7822614
Northern Region,Chandigarh,160101,2019,Q3,165578,261798279.022841
Northern Region,Chandigarh,160036,2019,Q3,118544,195039837.15322012
Northern Region,Chandigarh,160002,2019,Q3,113594,205359149.60862035
Northern Region,Chandigarh,160022,2019,Q3,101533,178054300.40308928
Northern Region,Chandigarh,160047,2019,Q3,91171,174462847.75334305
Northern Region,Chandigarh,160014,2019,Q3,57265,91913452.87685245
Northern Region,Chandigarh,160015,2019,Q3,54871,90370556.49951594
Northern Region,Chandigarh,160019,2019,Q3,46142,88183679.19737558
Northern Region,Chandigarh,160030,2019,Q3,37989,80985473.39747421
Northern Region,Chandigarh,160008,2019,Q4,635340,1899718879.7545958
Northern Region,Chandigarh,160101,2019,Q4,189767,317466538.9132905
Northern Region,Chandigarh,160036,2019,Q4,137208,241851459.16364747
Northern Region,Chandigarh,160002,2019,Q4,130221,257685239.18252617
Northern Region,Chandigarh,160022,2019,Q4,120266,224162725.8523838
Northern Region,Chandigarh,160047,2019,Q4,103726,206356650.91119856
Northern Region,Chandigarh,160015,2019,Q4,70113,106726744.16530988
Northern Region,Chandigarh,160014,2019,Q4,69754,111407405.35095796
Northern Region,Chandigarh,160019,2019,Q4,52557,101923959.97808152
Northern Region,Chandigarh,160030,2019,Q4,44445,94684047.25003594
Northern Region,Chandigarh,160008,2020,Q1,925287,2724066380.956586
Northern Region,Chandigarh,160101,2020,Q1,204633,322482913.9047445
Northern Region,Chandigarh,160036,2020,Q1,179376,333775590.9567788
Northern Region,Chandigarh,160002,2020,Q1,141763,271208737.4444152
Northern Region,Chandigarh,160022,2020,Q1,117571,209076837.24030256
Northern Region,Chandigarh,160047,2020,Q1,112942,213767800.59831196
Northern Region,Chandigarh,160014,2020,Q1,79062,120442279.18063296
Northern Region,Chandigarh,160015,2020,Q1,74935,106414207.6626434
Northern Region,Chandigarh,160019,2020,Q1,57212,116999133.74293454
Northern Region,Chandigarh,160030,2020,Q1,47014,93963616.77104023
Northern Region,Chandigarh,160008,2020,Q2,672280,2213962955.141224
Northern Region,Chandigarh,160101,2020,Q2,135435,225489767.83328944
Northern Region,Chandigarh,160002,2020,Q2,105477,180482232.0826682
Northern Region,Chandigarh,160036,2020,Q2,100013,204461493.34462738
Northern Region,Chandigarh,160047,2020,Q2,84082,170732223.78765687
Northern Region,Chandigarh,160014,2020,Q2,71847,110213995.62325099
Northern Region,Chandigarh,160022,2020,Q2,42822,102345153.00086004
Northern Region,Chandigarh,160003,2020,Q2,38058,89405961.01537812
Northern Region,Chandigarh,160025,2020,Q2,33746,44152295.988048464
Northern Region,Chandigarh,160019,2020,Q2,32848,76644635.32769592
Northern Region,Chandigarh,160008,2020,Q3,813514,2456075017.244974
Northern Region,Chandigarh,160101,2020,Q3,187085,347310967.735443
Northern Region,Chandigarh,160036,2020,Q3,164223,321961021.0310574
Northern Region,Chandigarh,160002,2020,Q3,164083,323859188.60292995
Northern Region,Chandigarh,160047,2020,Q3,126033,262891218.26635933
Northern Region,Chandigarh,160022,2020,Q3,100215,212473917.86900696
Northern Region,Chandigarh,160014,2020,Q3,89228,144237780.9553475
Northern Region,Chandigarh,160015,2020,Q3,57169,88615108.82699049
Northern Region,Chandigarh,160030,2020,Q3,52790,112925290.67615485
Northern Region,Chandigarh,160019,2020,Q3,52423,114487576.78222746
Northern Region,Chandigarh,160008,2020,Q4,781840,2246493451.2564173
Northern Region,Chandigarh,160101,2020,Q4,282765,500720689.4254093
Northern Region,Chandigarh,160002,2020,Q4,254446,483467287.3616315
Northern Region,Chandigarh,160036,2020,Q4,252319,442552908.6749548
Northern Region,Chandigarh,160022,2020,Q4,198033,365839526.89304006
Northern Region,Chandigarh,160047,2020,Q4,193768,377315952.1174069
Northern Region,Chandigarh,160014,2020,Q4,125659,208936593.02540812
Northern Region,Chandigarh,160015,2020,Q4,104048,146838545.97126624
Northern Region,Chandigarh,160019,2020,Q4,94792,184389973.18087602
Northern Region,Chandigarh,160030,2020,Q4,82180,166443560.03669643
Northern Region,Chandigarh,160008,2021,Q1,1566609,3447517923.578706
Northern Region,Chandigarh,160101,2021,Q1,306785,521032468.21204627
Northern Region,Chandigarh,160036,2021,Q1,304235,502095617.05888885
Northern Region,Chandigarh,160002,2021,Q1,264846,495327526.29472417
Northern Region,Chandigarh,160022,2021,Q1,242366,395256706.04772204
Northern Region,Chandigarh,160047,2021,Q1,206193,372616088.3789878
Northern Region,Chandigarh,160015,2021,Q1,150002,186093236.77310604
Northern Region,Chandigarh,160014,2021,Q1,130369,210680354.66795424
Northern Region,Chandigarh,160019,2021,Q1,105609,200030209.73112416
Northern Region,Chandigarh,160030,2021,Q1,87034,171852725.69681272
Northern Region,Chandigarh,160008,2021,Q2,2071075,4384400680.30583
Northern Region,Chandigarh,160101,2021,Q2,304282,515288666.4421857
Northern Region,Chandigarh,160036,2021,Q2,293961,485381992.96044195
Northern Region,Chandigarh,160002,2021,Q2,255931,469331050.87533224
Northern Region,Chandigarh,160047,2021,Q2,210130,392704565.48509884
Northern Region,Chandigarh,160022,2021,Q2,202917,335716393.4241364
Northern Region,Chandigarh,160014,2021,Q2,147887,229078754.2386906
Northern Region,Chandigarh,160015,2021,Q2,140297,174526441.1901785
Northern Region,Chandigarh,160019,2021,Q2,89814,170321370.56571722
Northern Region,Chandigarh,160030,2021,Q2,87476,174012022.95219654
Northern Region,Chandigarh,160008,2021,Q3,3188488,6339628467.33528
Northern Region,Chandigarh,160036,2021,Q3,462106,701648130.2500606
Northern Region,Chandigarh,160101,2021,Q3,438375,679000947.8644495
Northern Region,Chandigarh,160002,2021,Q3,379894,643367943.1675801
Northern Region,Chandigarh,160022,2021,Q3,351526,531853547.81426966
Northern Region,Chandigarh,160047,2021,Q3,295135,500223340.5530771
Northern Region,Chandigarh,160015,2021,Q3,201833,238847341.98277846
Northern Region,Chandigarh,160014,2021,Q3,186675,277899648.9641395
Northern Region,Chandigarh,160019,2021,Q3,148872,244508188.3937479
Northern Region,Chandigarh,160030,2021,Q3,128550,240373769.05717558
Northern Region,Chandigarh,160008,2021,Q4,3712842,7784850283.688998
Northern Region,Chandigarh,160101,2021,Q4,538507,852544970.9676752
Northern Region,Chandigarh,160036,2021,Q4,523279,779918799.3369815
Northern Region,Chandigarh,160022,2021,Q4,451911,665992135.1956601
Northern Region,Chandigarh,160002,2021,Q4,444435,762476926.847439
Northern Region,Chandigarh,160047,2021,Q4,346951,604267859.7276576
Northern Region,Chandigarh,160015,2021,Q4,263413,294935485.409002
Northern Region,Chandigarh,160014,2021,Q4,213596,314616641.85791296
Northern Region,Chandigarh,160019,2021,Q4,200453,321425518.80463934
Northern Region,Chandigarh,160030,2021,Q4,154229,287985670.18057156
Northern Region,Chandigarh,160008,2022,Q1,4148686,8330831723.251343
Northern Region,Chandigarh,160101,2022,Q1,582638,900157036.9754957
Northern Region,Chandigarh,160036,2022,Q1,565957,818648616.7393746
Northern Region,Chandigarh,160002,2022,Q1,477307,795306688.9260788
Northern Region,Chandigarh,160022,2022,Q1,463274,670615566.0713229
Northern Region,Chandigarh,160047,2022,Q1,373759,648826857.6349708
Northern Region,Chandigarh,160015,2022,Q1,286014,300333250.31270766
Northern Region,Chandigarh,160014,2022,Q1,233804,337767391.09374547
Northern Region,Chandigarh,160019,2022,Q1,201367,317971370.59751195
Northern Region,Chandigarh,160030,2022,Q1,161551,293087907.7468222
Northern Region,Chandigarh,160008,2022,Q2,5059490,9258542053.288263
Northern Region,Chandigarh,160036,2022,Q2,732432,984361022.9122139
Northern Region,Chandigarh,160101,2022,Q2,728216,1035383005.7324364
Northern Region,Chandigarh,160022,2022,Q2,595057,791965258.766219
Northern Region,Chandigarh,160002,2022,Q2,592250,934051903.7782843
Northern Region,Chandigarh,160047,2022,Q2,477286,749262583.811003
Northern Region,Chandigarh,160015,2022,Q2,390889,354221791.70854485
Northern Region,Chandigarh,160014,2022,Q2,300892,397487428.8048619
Northern Region,Chandigarh,160019,2022,Q2,275597,399400599.74529517
Northern Region,Chandigarh,160030,2022,Q2,205334,352064114.5163448
Northern Region,Chandigarh,160017,2022,Q3,7220428,11604475020.322536
Northern Region,Chandigarh,160101,2022,Q3,761809,1037031826.0963067
Northern Region,Chandigarh,160008,2022,Q3,693932,1288932571.5626671
Northern Region,Chandigarh,160036,2022,Q3,635601,826669211.5582159
Northern Region,Chandigarh,160022,2022,Q3,633386,850977147.2882487
Northern Region,Chandigarh,160002,2022,Q3,622789,945416289.7631533
Northern Region,Chandigarh,160047,2022,Q3,493183,727112803.9481075
Northern Region,Chandigarh,160015,2022,Q3,355036,344038099.04167664
Northern Region,Chandigarh,160014,2022,Q3,297078,391653807.81907696
Northern Region,Chandigarh,160019,2022,Q3,259522,369679070.93060195
Northern Region,Chandigarh,160017,2022,Q4,11852317,19715037296.288975
Northern Region,Chandigarh,160101,2022,Q4,849441,1120061675.6899076
Northern Region,Chandigarh,160022,2022,Q4,723413,939741331.2085838
Northern Region,Chandigarh,160036,2022,Q4,658156,838758052.8433906
Northern Region,Chandigarh,160002,2022,Q4,651078,991496336.1709905
Northern Region,Chandigarh,160047,2022,Q4,510930,755279072.6519243
Northern Region,Chandigarh,160015,2022,Q4,388983,364733884.5473629
Northern Region,Chandigarh,160014,2022,Q4,311834,407770670.02106357
Northern Region,Chandigarh,160019,2022,Q4,290223,391262191.8409227
Northern Region,Chandigarh,160030,2022,Q4,224733,354874011.1706954
Central Region,Chhattisgarh,495660,2018,Q1,109908,139116923.36929727
Central Region,Chhattisgarh,492001,2018,Q1,68302,114014371.97222614
Central Region,Chhattisgarh,495001,2018,Q1,64018,82965730.16418397
Central Region,Chhattisgarh,497001,2018,Q1,48388,57165354.74195957
Central Region,Chhattisgarh,491001,2018,Q1,34699,43141115.62567887
Central Region,Chhattisgarh,491441,2018,Q1,34452,41948409.69968459
Central Region,Chhattisgarh,490025,2018,Q1,34332,39719148.73491961
Central Region,Chhattisgarh,496005,2018,Q1,31183,41371368.79811902
Central Region,Chhattisgarh,492009,2018,Q1,30672,54679337.057152905
Central Region,Chhattisgarh,490023,2018,Q1,30657,40316811.61197114
Central Region,Chhattisgarh,495660,2018,Q2,248699,378210292.7923543
Central Region,Chhattisgarh,492001,2018,Q2,100557,207806677.1040105
Central Region,Chhattisgarh,495001,2018,Q2,89605,150857602.97945407
Central Region,Chhattisgarh,497001,2018,Q2,66965,108836822.89254513
Central Region,Chhattisgarh,491441,2018,Q2,51352,71741116.4329647
Central Region,Chhattisgarh,491001,2018,Q2,47971,73318224.86447714
Central Region,Chhattisgarh,496005,2018,Q2,46220,82946372.88123429
Central Region,Chhattisgarh,492009,2018,Q2,43988,90024556.20981838
Central Region,Chhattisgarh,490023,2018,Q2,42796,74865240.21000648
Central Region,Chhattisgarh,490025,2018,Q2,38299,57256970.99786788
Central Region,Chhattisgarh,495660,2018,Q3,353580,492966965.6574571
Central Region,Chhattisgarh,492001,2018,Q3,147421,303135684.83504504
Central Region,Chhattisgarh,495001,2018,Q3,129305,226102761.8224257
Central Region,Chhattisgarh,497001,2018,Q3,86331,158185135.16949278
Central Region,Chhattisgarh,491441,2018,Q3,66608,107751148.39909649
Central Region,Chhattisgarh,496005,2018,Q3,65581,128673618.18841757
Central Region,Chhattisgarh,491001,2018,Q3,63444,110949360.40041772
Central Region,Chhattisgarh,492009,2018,Q3,57647,124007927.30595149
Central Region,Chhattisgarh,490023,2018,Q3,56907,100967038.31485096
Central Region,Chhattisgarh,494001,2018,Q3,52582,103588457.37966925
Central Region,Chhattisgarh,495660,2018,Q4,377913,599714593.9068495
Central Region,Chhattisgarh,492001,2018,Q4,202492,428292536.06353426
Central Region,Chhattisgarh,495001,2018,Q4,192638,319083911.8335273
Central Region,Chhattisgarh,497001,2018,Q4,124807,248100976.6912604
Central Region,Chhattisgarh,496005,2018,Q4,94669,189165646.1220723
Central Region,Chhattisgarh,491001,2018,Q4,89066,160237762.38159576
Central Region,Chhattisgarh,491441,2018,Q4,86263,152324017.6163909
Central Region,Chhattisgarh,492009,2018,Q4,80685,185214612.90863937
Central Region,Chhattisgarh,490023,2018,Q4,72016,137114490.76733318
Central Region,Chhattisgarh,494001,2018,Q4,69454,149679120.34846973
Central Region,Chhattisgarh,492009,2019,Q1,593305,948729929.1277255
Central Region,Chhattisgarh,495001,2019,Q1,365476,515190518.8237721
Central Region,Chhattisgarh,495660,2019,Q1,353962,459656921.0462153
Central Region,Chhattisgarh,492001,2019,Q1,334090,549948646.4137828
Central Region,Chhattisgarh,490025,2019,Q1,235910,346520977.1406994
Central Region,Chhattisgarh,497001,2019,Q1,159422,296908563.67359346
Central Region,Chhattisgarh,491001,2019,Q1,138517,209804611.75608894
Central Region,Chhattisgarh,496005,2019,Q1,133169,254307861.3048603
Central Region,Chhattisgarh,490023,2019,Q1,126654,182216344.0551287
Central Region,Chhattisgarh,490006,2019,Q1,114945,153267056.6594982
Central Region,Chhattisgarh,492009,2019,Q2,1670111,2947453940.1383486
Central Region,Chhattisgarh,490025,2019,Q2,612041,1045938048.3511349
Central Region,Chhattisgarh,495001,2019,Q2,499757,855635645.660009
Central Region,Chhattisgarh,492001,2019,Q2,404088,643667595.5719692
Central Region,Chhattisgarh,495660,2019,Q2,212777,342215249.04664737
Central Region,Chhattisgarh,490023,2019,Q2,175241,234313994.57744968
Central Region,Chhattisgarh,491001,2019,Q2,154424,237907702.28501707
Central Region,Chhattisgarh,497001,2019,Q2,152840,345212779.1697207
Central Region,Chhattisgarh,490006,2019,Q2,136496,189344640.4595058
Central Region,Chhattisgarh,496005,2019,Q2,118494,268521769.2220984
Central Region,Chhattisgarh,492009,2019,Q3,1843301,3497211746.9583116
Central Region,Chhattisgarh,492001,2019,Q3,647392,854437718.1123915
Central Region,Chhattisgarh,495001,2019,Q3,555240,968932649.0590785
Central Region,Chhattisgarh,490025,2019,Q3,519819,994202021.3411087
Central Region,Chhattisgarh,495660,2019,Q3,364424,510093479.9683516
Central Region,Chhattisgarh,490023,2019,Q3,278822,302000378.8399978
Central Region,Chhattisgarh,491001,2019,Q3,244725,310844736.354316
Central Region,Chhattisgarh,490006,2019,Q3,223964,246325822.3842369
Central Region,Chhattisgarh,497001,2019,Q3,208548,397488530.296959
Central Region,Chhattisgarh,491441,2019,Q3,156934,251078718.9840936
Central Region,Chhattisgarh,492009,2019,Q4,2807708,5488409197.56369
Central Region,Chhattisgarh,492001,2019,Q4,860606,1146893926.7385144
Central Region,Chhattisgarh,495001,2019,Q4,744037,1242953010.5421622
Central Region,Chhattisgarh,490025,2019,Q4,625389,1224429622.7952948
Central Region,Chhattisgarh,490023,2019,Q4,365008,417706249.373141
Central Region,Chhattisgarh,491001,2019,Q4,332368,437683717.4812007
Central Region,Chhattisgarh,490006,2019,Q4,310223,333508672.76125515
Central Region,Chhattisgarh,495660,2019,Q4,298957,445247631.97987723
Central Region,Chhattisgarh,497001,2019,Q4,291141,553342861.8204699
Central Region,Chhattisgarh,492015,2019,Q4,220747,267136024.8300261
Central Region,Chhattisgarh,492009,2020,Q1,3832879,8107114729.270458
Central Region,Chhattisgarh,492001,2020,Q1,956201,1259565576.5045974
Central Region,Chhattisgarh,495001,2020,Q1,830780,1380940470.1020932
Central Region,Chhattisgarh,490025,2020,Q1,504114,1009093411.512478
Central Region,Chhattisgarh,490023,2020,Q1,401375,464581081.97263247
Central Region,Chhattisgarh,491001,2020,Q1,372373,490344007.80161464
Central Region,Chhattisgarh,492015,2020,Q1,344194,504441994.36472595
Central Region,Chhattisgarh,497001,2020,Q1,342443,623011907.8316444
Central Region,Chhattisgarh,490006,2020,Q1,337068,361375163.24966186
Central Region,Chhattisgarh,491441,2020,Q1,242895,389726036.08634716
Central Region,Chhattisgarh,492009,2020,Q2,1526874,3719446962.0483813
Central Region,Chhattisgarh,492001,2020,Q2,665755,987107410.3661349
Central Region,Chhattisgarh,495001,2020,Q2,482770,870871061.1209086
Central Region,Chhattisgarh,497001,2020,Q2,370519,689109946.6551751
Central Region,Chhattisgarh,491001,2020,Q2,334853,495992326.76679873
Central Region,Chhattisgarh,490023,2020,Q2,326027,441538660.5589389
Central Region,Chhattisgarh,494001,2020,Q2,294320,679782295.0345536
Central Region,Chhattisgarh,490006,2020,Q2,288259,369452351.46939605
Central Region,Chhattisgarh,495660,2020,Q2,279210,441653885.5637897
Central Region,Chhattisgarh,491441,2020,Q2,260856,436309146.2483653
Central Region,Chhattisgarh,492009,2020,Q3,1857300,4069532117.927307
Central Region,Chhattisgarh,492001,2020,Q3,981812,1565413199.4368353
Central Region,Chhattisgarh,495001,2020,Q3,696692,1191326273.0870118
Central Region,Chhattisgarh,497001,2020,Q3,513473,988159635.3272357
Central Region,Chhattisgarh,491001,2020,Q3,469652,707693501.9197738
Central Region,Chhattisgarh,490023,2020,Q3,463152,643696441.4135771
Central Region,Chhattisgarh,490006,2020,Q3,409697,538137939.7460059
Central Region,Chhattisgarh,491441,2020,Q3,370246,639299659.904967
Central Region,Chhattisgarh,496005,2020,Q3,354221,689205706.4188439
Central Region,Chhattisgarh,495660,2020,Q3,318783,578159036.7380313
Central Region,Chhattisgarh,492009,2020,Q4,1955063,3901827452.842137
Central Region,Chhattisgarh,492001,2020,Q4,1727068,2811515596.805071
Central Region,Chhattisgarh,495001,2020,Q4,1213230,2066193700.6311502
Central Region,Chhattisgarh,497001,2020,Q4,828474,1614662483.7276986
Central Region,Chhattisgarh,490023,2020,Q4,778245,1122723104.3727932
Central Region,Chhattisgarh,491001,2020,Q4,772474,1206813518.7601233
Central Region,Chhattisgarh,490006,2020,Q4,699714,884676392.8043678
Central Region,Chhattisgarh,491441,2020,Q4,569298,1008624236.4577057
Central Region,Chhattisgarh,496005,2020,Q4,519415,1028834647.3652802
Central Region,Chhattisgarh,495450,2020,Q4,510869,865967961.4661187
Central Region,Chhattisgarh,492009,2021,Q1,3152697,5281456698.639032
Central Region,Chhattisgarh,492001,2021,Q1,2062104,3156983782.7872276
Central Region,Chhattisgarh,495001,2021,Q1,1558405,2376898658.800415
Central Region,Chhattisgarh,497001,2021,Q1,957928,1823147805.7569232
Central Region,Chhattisgarh,491001,2021,Q1,872723,1294441361.2765474
Central Region,Chhattisgarh,490023,2021,Q1,869244,1154015806.2811897
Central Region,Chhattisgarh,490006,2021,Q1,774112,914211871.5270494
Central Region,Chhattisgarh,491441,2021,Q1,653315,1122704843.7664142
Central Region,Chhattisgarh,495450,2021,Q1,595796,973484691.251247
Central Region,Chhattisgarh,496005,2021,Q1,593116,1184774545.5928895
Central Region,Chhattisgarh,492009,2021,Q2,3531665,6237261109.571448
Central Region,Chhattisgarh,492001,2021,Q2,1790662,3080777232.7858667
Central Region,Chhattisgarh,495001,2021,Q2,1455312,2510462991.251886
Central Region,Chhattisgarh,497001,2021,Q2,1031909,2008561517.648296
Central Region,Chhattisgarh,491001,2021,Q2,837157,1364714087.7809932
Central Region,Chhattisgarh,490023,2021,Q2,763575,1174072727.567776
Central Region,Chhattisgarh,491441,2021,Q2,740582,1310602405.6028762
Central Region,Chhattisgarh,495450,2021,Q2,704041,1132961727.260648
Central Region,Chhattisgarh,490006,2021,Q2,668949,946046519.1898482
Central Region,Chhattisgarh,496005,2021,Q2,645183,1216389122.6233206
Central Region,Chhattisgarh,492009,2021,Q3,5612983,8770212351.408337
Central Region,Chhattisgarh,492001,2021,Q3,3200184,4768793686.020849
Central Region,Chhattisgarh,495001,2021,Q3,2572993,3734896539.7337685
Central Region,Chhattisgarh,497001,2021,Q3,1635520,2760462757.7578793
Central Region,Chhattisgarh,491001,2021,Q3,1305695,1938305539.075568
Central Region,Chhattisgarh,490023,2021,Q3,1253256,1704542436.5901656
Central Region,Chhattisgarh,491441,2021,Q3,1124790,1803320186.7983453
Central Region,Chhattisgarh,490006,2021,Q3,1096245,1299467876.0104809
Central Region,Chhattisgarh,496005,2021,Q3,1006702,1784048704.1108124
Central Region,Chhattisgarh,495450,2021,Q3,1004357,1500182581.1138833
Central Region,Chhattisgarh,492009,2021,Q4,8304401,12964571702.987217
Central Region,Chhattisgarh,492001,2021,Q4,4178829,6231047914.337536
Central Region,Chhattisgarh,495001,2021,Q4,3644800,4999084676.501506
Central Region,Chhattisgarh,497001,2021,Q4,2276401,3766123278.042672
Central Region,Chhattisgarh,491001,2021,Q4,1687886,2560648248.895311
Central Region,Chhattisgarh,490023,2021,Q4,1599521,2248105461.586821
Central Region,Chhattisgarh,490006,2021,Q4,1410015,1732682082.0393152
Central Region,Chhattisgarh,491441,2021,Q4,1395385,2296675958.189373
Central Region,Chhattisgarh,495450,2021,Q4,1373013,2011514280.4747252
Central Region,Chhattisgarh,496005,2021,Q4,1357792,2314581216.562727
Central Region,Chhattisgarh,492009,2022,Q1,8604266,13265608315.34198
Central Region,Chhattisgarh,492001,2022,Q1,4654685,6852734645.639161
Central Region,Chhattisgarh,495001,2022,Q1,4183815,5693220429.873732
Central Region,Chhattisgarh,497001,2022,Q1,2608953,4270065647.0031033
Central Region,Chhattisgarh,491001,2022,Q1,1854312,2829231024.442624
Central Region,Chhattisgarh,490023,2022,Q1,1719478,2432156635.4437113
Central Region,Chhattisgarh,491441,2022,Q1,1691392,2775775912.1836176
Central Region,Chhattisgarh,496005,2022,Q1,1601573,2711974013.620237
Central Region,Chhattisgarh,495450,2022,Q1,1580837,2356394521.081302
Central Region,Chhattisgarh,490006,2022,Q1,1506932,1842102092.8597531
Central Region,Chhattisgarh,492009,2022,Q2,10025789,14968791943.376333
Central Region,Chhattisgarh,492001,2022,Q2,5744280,8305059645.430582
Central Region,Chhattisgarh,495001,2022,Q2,5047637,6711325493.698645
Central Region,Chhattisgarh,497001,2022,Q2,3135705,4960730023.337443
Central Region,Chhattisgarh,491001,2022,Q2,2225450,3310540189.1548705
Central Region,Chhattisgarh,491441,2022,Q2,2038818,3271780605.9574466
Central Region,Chhattisgarh,490023,2022,Q2,2019053,2822637782.1193137
Central Region,Chhattisgarh,496005,2022,Q2,1915479,3114215340.965275
Central Region,Chhattisgarh,495450,2022,Q2,1858110,2704576938.698612
Central Region,Chhattisgarh,494001,2022,Q2,1760773,3011347187.158378
Central Region,Chhattisgarh,490025,2022,Q3,27709655,34710838372.56677
Central Region,Chhattisgarh,492009,2022,Q3,18534055,24688727453.174118
Central Region,Chhattisgarh,495001,2022,Q3,7363455,9209001744.809235
Central Region,Chhattisgarh,492001,2022,Q3,5867095,8079859406.743408
Central Region,Chhattisgarh,497001,2022,Q3,3136275,4516205218.110838
Central Region,Chhattisgarh,491001,2022,Q3,2646597,3636063295.4063334
Central Region,Chhattisgarh,496005,2022,Q3,2585964,3726179905.5455704
Central Region,Chhattisgarh,491335,2022,Q3,2229725,2939210017.3994675
Central Region,Chhattisgarh,490023,2022,Q3,2010684,2697551621.1334295
Central Region,Chhattisgarh,491441,2022,Q3,1999983,3010066819.409458
Central Region,Chhattisgarh,490025,2022,Q4,30367292,39832838087.7527
Central Region,Chhattisgarh,492009,2022,Q4,14547843,20802250141.53089
Central Region,Chhattisgarh,495001,2022,Q4,8943347,11284431848.378153
Central Region,Chhattisgarh,491001,2022,Q4,7147574,9554105321.34933
Central Region,Chhattisgarh,492001,2022,Q4,6598984,9056995537.72467
Central Region,Chhattisgarh,497001,2022,Q4,3746038,5374539443.774867
Central Region,Chhattisgarh,491441,2022,Q4,2530455,3800881016.686203
Central Region,Chhattisgarh,496005,2022,Q4,2431930,3586810453.649658
Central Region,Chhattisgarh,490023,2022,Q4,2275958,3067299957.1121473
Central Region,Chhattisgarh,494001,2022,Q4,2186179,3377164484.485155
Western Region,Dadra and Nagar Haveli and Daman and Diu,396230,2018,Q1,77416,87636730.73288153
Western Region,Dadra and Nagar Haveli and Daman and Diu,396210,2018,Q1,31807,45382419.026559845
Western Region,Dadra and Nagar Haveli and Daman and Diu,396215,2018,Q1,18076,17620423.0517951
Western Region,Dadra and Nagar Haveli and Daman and Diu,396235,2018,Q1,15322,18170368.09382151
Western Region,Dadra and Nagar Haveli and Daman and Diu,362520,2018,Q1,2681,3815255.6065886403
Western Region,Dadra and Nagar Haveli and Daman and Diu,362571,2018,Q1,1724,1778092.8503577379
Western Region,Dadra and Nagar Haveli and Daman and Diu,362540,2018,Q1,1020,628046.8778566738
